companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
Apogee Integration LLC,4.6,Data Scientist- Tableau Developer,"Chantilly, VA",NA,"
Assist expert engineers and the Government in data requirements or analysis efforts, projects, and other activities Provide the capability to capture enterprise data assets from multiple systems build robust solutions backed by data analytics, dynamic visualizations, and cross-directorate expertise and data Enable the forecasting of behavior, performance, and analyze trends Manage data analysis project lifecycle, from the brainstorming phase to final production and product delivery Develop and apply quantitative and qualitative analytic methods to identify, collect, and analyze large datasets for specified purposes 
Bachelor’s degree or higher
Systems engineering or in related technical or scientific fields such as data engineering, mathematics, statistics, probability operations research, engineering management, computer science, information science
or related STEM degree program
or Midlevel work experience as a Data Scientist
 Systems engineering or in related technical or scientific fields such as data engineering, mathematics, statistics, probability operations research, engineering management, computer science, information science or related STEM degree program or Midlevel work experience as a Data Scientist Demonstrated experience in at least three of the following:
Enterprise Information Architecture, Data Science, Data Analytics, Data Modeling,
Data Engineering creation and guidance, Data Management, quality and governance best practices,
Data Warehousing and curation, SQL,
Security and risk management, business analytics
Cloud data services
 Enterprise Information Architecture, Data Science, Data Analytics, Data Modeling,
 Data Engineering creation and guidance, Data Management, quality and governance best practices,
 Data Warehousing and curation, SQL,
 Security and risk management, business analytics Cloud data services
 Proficiency in Tableau dashboard generation, Python (e.g., Flask, DASH, Extract Transform / Transfer Load (ETL), Dynamic Visualization, Backend database connections, statistical analysis)
 Must be able to work independently and within teams to deliver client solutions Ability to interface and present effectively with leadership/customer/stakeholder to drive decision making 
Demonstrated experience with structured and unstructured data wrangling, information science Demonstrated experience with information engineering, modeling and simulation, and/or business analytics Experience engineering solutions using structured and unstructured Big Data

 Challenging work in support of US Intel Community - a Mission that Matters! Access to our cool ApogeePlex facility. Support for new ideas & encouragement to take risks Professional Development Assistance (PDA) Wicked smart and collaborative coworkers Regular interfacing with company leadership 401(k) with huge company match Paid Time Off / Floating Holidays Medical, Dental, Vision Life Insurance Disability (Short and Long Term) Accidental Death and Dismemberment (AD&D) Health Savings Accounts / Dependent Care Flexible Spending Accounts Be the PROVIDER of choice for government & commercial organizations with an unwavering commitment to responsiveness, accuracy, integrity, collaboration, and innovation. Be the EMPLOYER of choice committed to an open & transparent corporate atmosphere and progressive culture that attracts and empowers world class professionals to explore cutting-edge technical solutions while fostering professional growth. Be the preferred SOURCE for cutting-edge Analytic Products, Systems & Software Engineering, Big Data Integration, IT and Business Services that directly contribute to customer success",https://www.glassdoor.sg/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0219ed19&cb=1681312642753&jobListingId=1008143668339&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-7989011c3095786c-
"APOGEE INTEGRATION, LLC",4.6,Data Analyst/Tableau Developer,"Chantilly, VA",NA,"Assist expert engineers and the Government in data requirements or analysis efforts, projects, and other activities Provide the capability to capture enterprise data assets from multiple systems build robust solutions backed by data analytics, dynamic visualizations, and cross-directorate expertise and data Enable the forecasting of behavior, performance, and analyze trends Manage data analysis project lifecycle, from the brainstorming phase to final production and product delivery Develop and apply quantitative and qualitative analytic methods to identify, collect, and analyze large datasets for specified purposes Bachelor’s degree or higherSystems engineering or in related technical or scientific fields such as data engineering, mathematics, statistics, probability operations research, engineering management, computer science, information science Demonstrated experience in at least three of the following:Enterprise Information Architecture, Data Science, Data Analytics, Data Modeling, Proficiency in Tableau dashboard generation, Python (e.g., Flask, DASH, Extract Transform / Transfer Load (ETL), Dynamic Visualization, Backend database connections, statistical analysis) Must be able to work independently and within teams to deliver client solutions Ability to interface and present effectively with leadership/customer/stakeholder to drive decision making Demonstrated experience with structured and unstructured data wrangling, information science Demonstrated experience with information engineering, modeling and simulation, and/or business analytics Experience engineering solutions using structured and unstructured Big Data Challenging work in support of US Intel Community - a Mission that Matters! Access to our cool ApogeePlex facility. Support for new ideas & encouragement to take risks Professional Development Assistance (PDA) Wicked smart and collaborative coworkers Regular interfacing with company leadership 401(k) with huge company match Paid Time Off / Floating Holidays Medical, Dental, Vision Life Insurance Disability (Short and Long Term) Accidental Death and Dismemberment (AD&D) Health Savings Accounts / Dependent Care Flexible Spending Accounts Be the PROVIDER of choice for government & commercial organizations with an unwavering commitment to responsiveness, accuracy, integrity, collaboration, and innovation. Be the EMPLOYER of choice committed to an open & transparent corporate atmosphere and progressive culture that attracts and empowers world class professionals to explore cutting-edge technical solutions while fostering professional growth. Be the preferred SOURCE for cutting-edge Analytic Products, Systems & Software Engineering, Big Data Integration, IT and Business Services that directly contribute to customer success 401(k) matching Dental insurance Health insurance Health savings account Life insurance Paid time off Professional development assistance Tuition reimbursement Vision insurance 8 hour shift Do you have a TS/SCI with Polygraph? Bachelor's (Required) Data Science/Data Analysis/Data Visualization/Statistics: 1 year (Required) Python: 1 year (Preferred) Tableau: 1 year (Preferred) SQL: 1 year (Required) Top Secret (Required)",https://www.glassdoor.sg/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_313469c5&cb=1681312642755&jobListingId=1008420534882&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-12c11f3407aa64dc-
missionovo,5,Data Scientist (TS/SCI Clearance),"Reston, VA",NA,"Research and detect valuable data sources and automate collection processes
 Perform preprocessing of structured and unstructured data
 Review large amounts of information to discover trends and patterns
 Create predictive models and machine-learning algorithms
 Modify and combine different models through ensemble modeling
 Organize and present information using data visualization techniques
 Develop and suggest solutions and strategies to business challenges
 Work together with engineering and product development teams
 Experience of working on Data Scientist or Data Analyst position
 Significant experience in data mining, machine-learning and operations research
 Good experience using business intelligence tools (such as Tableau) and data frameworks (such as Hadoop)
 Good knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
 Strong math and analytical skills, with business acumen
 Strong communication and presentation skills
 Good problem-solving abilities
 BSc or BA degree in Computer Science, Engineering or other relevant area; graduate degree in Data Science or other quantitative field is preferred",https://www.glassdoor.sg/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7574394d&cb=1681312642752&jobListingId=1008063219373&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-930c23aeb37a7409-
Prescient Edge Federal,4.5,Junior Data Scientist,"Herndon, VA",NA,"Conduct data analytics, data engineering, data mining, exploratory analysis, predictive analysis, and statistical analysis, and uses scientific techniques to correlate data into graphical, written visual and verbal narrative products, enabling more informed analytic decisions.
 Proactively retrieves information from various sources, analyzes it for better understanding about the data set, and builds Al tools that automate certain processes.
 Duties typically include creating various ML-based tools or processes, such as recommendation engines or automated lead scoring systems.
 Performs statistical analysis, applies data mining techniques, and builds high quality prediction systems.
 Should be skilled in data visualization and use of graphical applications, including Microsoft Office (Power BI) and Tableau; major data science languages, such as R and Python; managing and merging of disparate data sources, preferably through R, Python, or SQL; statistical analysis; and data mining algorithms.
 Should have prior experience with large data MultiINT analytics, ML, and automated predictive analytics.
 A competitive salary with performance bonus opportunities. Comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage. A substantial retirement plan with no vesting schedule. Career development opportunities, including on-the-job training, tuition reimbursement, and networking. A positive work environment where employees are respected, supported, and engaged. Minimum 3 years of experience conducting analysis relevant to the specific labor category, with at least a portion of the experience within the last 2 years. Bachelor's degree in an area related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education. An additional 4 years of experience in the specific labor category, for a total of 7 years of experience in the specific labor category, may be substituted for a bachelor’s degree. TS/SCI/CI POLY or with the ability to obtain one.
 Washington, D.C.",https://www.glassdoor.sg/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&cs=1_b502ef3c&cb=1681312642750&jobListingId=1008568021532&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-bbeb33210cca7d6b-
Prescient Edge Federal,4.5,Mid Data Scientist,"Quantico, VA",NA,"A competitive salary with performance bonus opportunities. Comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage. A substantial retirement plan with no vesting schedule. Career development opportunities, including on-the-job training, tuition reimbursement, and networking. A positive work environment where employees are respected, supported, and engaged. Security clearance required TS/SCI with a CI POLY or the ability to obtain one.
 Conduct data analytics, data engineering, data mining, exploratory analysis, predictive analysis, and statistical analysis, and uses scientific techniques to correlate data into graphical, written, visual and verbal narrative products, enabling more informed analytic decisions. Knowledge of retrieving information from various sources, analyzes it for better understanding about the data set, and builds AI tools that automate certain processes. Knowledge of creating various ML-based tools or processes, such as recommendation engines or automated lead scoring systems. Perform statistical analysis, applies data mining techniques, and builds high quality prediction systems. Skilled in data visualization and use of graphical applications, including Microsoft Office (Power BI) and Tableau; major data science languages, such as R and Python; managing and merging of disparate data sources, preferably through R, Python, or SQL; statistical analysis; and data mining algorithms.
 Experience with large data multi-INT analytics, ML, and automated predictive analytics. Provide incremental enhancements to tools, capabilities, processes, and methods. Possesses in-depth knowledge and experience in using data analytics, data engineering, data mining, exploratory analysis, predictive analysis, and statistical analysis, and scientific techniques to correlate data into graphical, written, visual and verbal narrative products, enabling more informed analytic decisions. Write either R or Python scripts to drive data science workflows, have experience using SQL, and managing and merging of disparate data sources, preferably through R, Python, or SQL; statistical analysis; and data mining algorithms. Experience with large data, spatial data, Multi-INT analytics, ML, and automated predictive analytics. Knowledge of working with ambiguous information, deconstruct key questions, leverage spatial data, exploit application programming interfaces, suggest methodologies, develop data schemas to structure observations. Knowledge of coding and scripting, information science, mathematics, machine learning, visual analytic modeling tools, and relevant Standard Operating Procedures (SOPs) to create repeatable, widely applicable procedures to support all-source intelligence analysis and production. Conduct, create and work in distributed analytic environments, scaling algorithms to work on increasingly large and complex datasets that are larger than RAM. Serve as the primary POC for data science expertise, ensuring tradecraft compliance and analytic standards as it relates to data science techniques on the contract. Knowledgeable on providing advice on emerging data science methods, tools, algorithms, training, or requirements to advance OCI’s use of data science. When directed, works with vendors and the software developers to implement distributed algorithms to work on increasingly large and complex data sets. Possess a professional or graduate certificate in data science from a university, major online learning platform (all business for Data Scientists at any experience level). Desired experience minimum 8 years of experience related to the specific labor category with at least a portion of the experience within the last 2 years. Bachelor’s degree in an area related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education. An additional 4 years of experience in the specific labor category, for a total of 12 years of experience in the specific labor category, may be substituted for a bachelor’s degree. Quantico, VA.",https://www.glassdoor.sg/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&cs=1_9b8863c1&cb=1681312642751&jobListingId=1007692803065&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-83e975914b770302-
"TeamWorx Security, LLC",4.2,Data Scientist,"Columbia, MD",NA,"Masters in Computer Science (or equivalent experience) with 2+ years of work experience with specialization in NLP PHD is preferred Proven experience in validation and evaluation of machine learned models Strong quantitative and analytical orientation Experience in evaluation metrics, Python or R, JSON parsing, custom HTML for visualization Strong qualitative skillset with experience in taxonomies and survey design Understanding of issues around ground truth and training/evaluation data for ML, including human judgment and A/B testing Hands-on experience using third-party judgment services such as Figure 8, Appen, or Amazon Mechanical Turk Coding expertise in one or more of Python, Scala, Java or equivalent Coding expertise in one or more of Keras, Tensorflow, Pytorch or equivalent Expertise in basics of Computer Science, Data Structures and algorithms Understanding of probability, statistics and Machine Learning techniques Excellent problem solving ability and social skills Ability to work in teams US citizenship required and must willing to submit for a DoD security clearance Survey and understand prior literature to evaluate and recommend the best approaches for solving problems at hand Design and implement groundbreaking algorithms that will build our applications using Machine Learning and Statistical Models Write production code at scale, testing and productizing new algorithms Collaborate with a team of Data Scientists, Engineers and Product Managers Build NLP models to:
Enable semantic understanding of documents
Improve text classification per given taxonomy
Improve keyword extraction from text documents
Build and traverse knowledge graphs Enable semantic understanding of documents Improve text classification per given taxonomy Improve keyword extraction from text documents Build and traverse knowledge graphs",https://www.glassdoor.sg/partner/jobListing.htm?pos=105&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4e0122b2&cb=1681312642750&jobListingId=1008567485636&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-af4739d2826b234a-
Ignite Digital Services,4.3,Data Scientist,"Arlington, VA",NA,"Competitive pay and benefits, including PTO Education stipends and referral bonuses Compelling work with the U.S. federal government Strong emphasis on volunteer and community engagement Opportunity to shape the future of our industry Supportive colleagues and management who invest in your growth Leverage leadership and analytical skills to improve solutions delivery Provide the customer with a deep understanding of their data, what it means, and how they can use it to solve their challenges. Analyze optimization algorithms, write scripts, build predictive analytics, automate processes, apply machine learning techniques, and use the right combination of tools and frameworks to turn disparate data points into objective answers to help shape informed decisions. Enhance existing data interface analysis tools to ensure accuracy of available information. Enable the data needs to the element level, map interface interdependencies, and improve on the existing data interface analysis tooling through evaluation of content and understanding of requirements. Consolidate information repositories into the data warehouse to advance operational and analytical capabilities. Enhance Data Management and visualization tools. Support Data initiatives to ensure resilience and manage potential risks. Bachelor’s degree in Engineering, Computer Science, or Mathematics 5+ years of experience with data science, data analytics, and data operations Experience with object-oriented programming languages, including Python, C++, Java, or R Experience with building and developing machine learning algorithms Experience with data visualizations tools, including Power BI, Qlik or Tableau Experience with designing and executing machine learning models and applications Ability to quickly learn new skillsets to solve challenging problems Ability to obtain a DoD security clearance Experience with DoD / DoN data environment Familiarity with with DoD’s ADVANA ecosystem and/or DoN Jupiter platform Experience with data engineering and data science tools, including Databricks, ElasticSearch Experience with data lakes, data warehouses, or data lake houses Experience with cloud services, including AWS, Azure Experience with enterprise DataOps, DevSecOps and MLOps processes to operationalize and monitor data science models Experience with Agile development Experience with CI/CD, including Git, Jenkins, and Docker DoD Secret clearance 401(k) 401(k) matching Dental insurance Employee assistance program Flexible schedule Flexible spending account Health insurance Health savings account Life insurance Paid time off Professional development assistance Referral program Retirement plan Tuition reimbursement Vision insurance 8 hour shift Monday to Friday",https://www.glassdoor.sg/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_227a44d1&cb=1681312642752&jobListingId=1008551668283&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-7e81583253b228eb-
Prescient Edge Federal,4.5,Sr. Decision Scientist,"Quantico, VA",NA,"A competitive salary with performance bonus opportunities. Comprehensive healthcare benefits, including medical, vision, dental, and orthodontia coverage. A substantial retirement plan with no vesting schedule. Career development opportunities, including on-the-job training, tuition reimbursement, and networking. A positive work environment where employees are respected, supported, and engaged. Security clearance required TS/SCI with a CI POLY or the ability to obtain one.
 Understand and improve the judgment and decision making of individuals, groups, and organizations.
 Apply principles of psychology to business, analytic and other decision-making processes to improve and / or empirically evaluate those processes.
 Activities may include assisting in policy planning; workflow procedures testing and evaluation, analytic workflow redesign, training, and development.
 May work with management to prescribe workflow modifications that improve worker productivity and analytic judgment. Desired experience minimum 12 years of experience related to the specific labor category with at least a portion of the experience within the last 2 years. Master’s degree in an area related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education; or have bachelor’s degree related to the labor category from a college or university accredited by an agency recognized by the U.S. Department of Education and an additional 5 years of related senior experience, for a total of 17 years, as a substitute to the master’s degree. Quantico, VA.",https://www.glassdoor.sg/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8b52073&cb=1681312642754&jobListingId=1007692803079&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-87c4de1cfff91ff9-
PERIKIN ENTERPRISES LLC,4.3,Applied Mathematician,"Tullahoma, TN",NA,"POSITION DESCRIPTION:
PERIKIN Enterprises is seeking an Aerospace Engineer for a position in Dayton, OH, or Tullahoma, TN, within the Advanced Engineering Division. PERIKIN Enterprises is headquartered in Albuquerque, NM, and provides management, engineering, and environmental services and executes construction projects for the Department of Defense (DoD), Department of Energy (DoE), U.S. Army Corps of Engineers, General Services Administration (GSA), and other organizations. PERIKIN's Advanced Engineering Division is operated out of Tullahoma, TN, and Dayton, OH. This position is in support of PERIKIN's contract to provide engineering services, program/project/financial/technical management, and administrative support to the Test Resource Management Center's (TRMC) High Speed Systems Test (HSST) test technology area. HSST's mission is to develop, validate, and transition technologies, tools, and techniques that will permit effective and timely Test and Evaluation (T&E) of hypersonic systems to support DoD acquisition programs. HSST manages a project called SkyRange which utilizes high and medium altitude Unmanned Aerial Systems (UAS), namely the MQ-9 Reaper and RQ-4 Global Hawk, carrying novel sensors to gather flight test data on hypersonic vehicle flight test activities.

The Aerospace Engineer position will primarily support PERIKIN's engineering team in performing unclassified and classified Link Margin Analysis (LMA) of on-board telemetry collection phased-array antennae in dynamic hypersonic flight test scenarios. This position will also support program management with phased-array antenna (and other instrumentation) development, integration, testing, and mission support requirements.

PRIMARY JOB DUTIES
Developing an expert-level understanding of the capabilities of the RQ-4 and MQ-9 aircraft and the telemetry collection sensors employed by SkyRange.

Gathering customer telemetry transmitter requirements from Air Force, Navy, Army, DARPA, and MDA program offices

Performing unclassified and classified link margin analysis to determine the best possible mission support scenario for SkyRange assets

Communicating customer's telemetry requirements to the SkyRange team

Supporting coordination of SkyRange aircraft operations on DoD ranges

supporting the development of detailed flight test plans

Supporting flight tests on-console as part of the flight test team

Conducting post-flight analysis of SkyRange performance, preparing presentations and reports, and recommending improvements

Supporting flight test of SkyRange aircraft, development of improved Concept of Operations (CONOPs), and testing of new sensors

Supporting SkyRange reporting requirement to higher headquarters

EDUCATION & EXPERIENCE
Bachelor's Degree in Electrical/Mechanical/Industrial Engineering, Mathematics, Physics, Computer Science, or appropriate related discipline with a heavy concentration on advanced mathematics/applied mathematics.

Desired 1 to 4 years of engineering experience related to telemetry transmission and collection

KNOWLEDGE, SKILLS, & ABILITIES

Link margin analysis experience

Understanding of Radio Frequency (Rf) propagation theory, including multipath analysis

Vector math experience

Well-versed with MATLAB, Python, and Excel-based analysis with algorithm development experience

Demonstrates unwavering attention to detail, exemplary work ethic, and grace under pressure

Ability to build positive relationships with coworkers, customers, and executing organizations

Mastery of Microsoft Office suite: Excel, Word, PowerPoint, Outlook, and Project

Excellent oral communication, technical writing, and presentation preparation

Potential travel up to 25%

Work in a safe and professional manner while adhering to all regulatory requirements (FAA, OSHA, DOT, EPA, State and Federal regulations, etc.).

Read, hear, speak, and see with no restrictions, as job duties require.

Comprehend and adhere to management directions and/or safety instructions with no restrictions.

Effectively communicate in the Business English language.

Pull, push, carry, lift, or move items up to 10 lbs. throughout the work shift without assistance, as required by job duties.
BENEFITS

PERIKIN offers a comprehensive benefits program including:
Medical, Dental, Vision, and Life Insurance

Health Spending Account

Long and Short-Term Disability Insurance

Generous Paid Time Off and paid holidays

Flexible Spending Account

401(k) with company match

Tuition Reimbursement & Scholarship Program, veteran status, and any other status or characteristic covered by an applicable federal, state, or local EEO law.

ADDITIONAL INFORMATION

PERIKIN Enterprises, LLC (subsidiaries and affiliates) is an equal employment opportunity (EEO) employer. All hiring and employment decisions are made without a persons race, sex, religion, national origin, disability, age, veteran status, and any other status or characteristic covered by an applicable federal, state, or local EEO law.

www.perikin.comShow more Report",https://www.glassdoor.sg/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&cs=1_705db324&cb=1681312642755&jobListingId=1008526814256&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-b2b5c8cc9f6d86a1-
Ophir Corporation,2.7,Computational Physicist & Data Scientist,"Denver, CO",NA,"Analyze data from research conducted to detect and measure optical phenomena. Design computer simulations to model physical data so that it can be better understood. Describe and express observations and conclusions in mathematical terms. Develop complex fitting or supervised machine-learning models to make predictions based on inputs and evaluate the reliability of the models. Develop classification models from observed physical phenomena Prototype algorithms that can be run on desktop computers as well as real-time embedded systems. Perform optical system, opto-mechanical, and opto-electronic modeling, design and trade studies to assess system performance, evaluate technical alternatives, and select optimal approaches. Report experimental results by writing papers / reports and presentations to customers. Collaborate with other team members in R & D and Engineering in the design, development, and testing of experimental, industrial, or aerospace instrumentation, and procedures. Determine project plan, personnel needs and assign work to meet deadlines assigned. Other duties as assigned. No supervisory duties. Ability to research physical phenomena and apply state-of-the-art theoretical knowledge to developing physics models and simulations. Ability to create reliable regression and machine-learning models, and knowledge to scientifically compare and cross-validate different models, parameters, and training performance. Skill in rapid data analysis and plotting. Strong familiarity with a wide variety of numeric computation techniques Understanding of software engineering best practices. Comfort with modifying existing working code and writing substantial new code. Excellent verbal and written communication skills and the ability to work productively with a variety of experts from various technical fields. Ability to integrate and analyze information from multiple diverse sources, identify issues, develop solutions, and communicate work direction and strategies. Demonstrated programming proficiency including: Numeric computation experience. Physics modeling and simulation Experience building and deploying machine-learning models Software version control with Git or equivalent. Parallel CPU and/or GPU programming experience, desired but not required. Experience with Linux and standard UNIX command-line tools, desired but not required. Cross-platform and/or embedded software development experience desired, but not required. This position requires an active or the ability to obtain a US Security Clearance, for which the US Government requires US Citizenship. Bachelor's degree or higher in Physics, Computer Science, Mathematics, or related field. Prior industry or academic experience in Physics, Computer Science, Mathematics, or related field: 4+ years experience post-Bachelor's degree, or 2+ years experience post-Masters' degree, or 0+ years experience post-Doctoral degree. Work is performed in an office environment or laboratory.",https://www.glassdoor.sg/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3dabe9de&cb=1681312642751&jobListingId=1008583443495&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-6823812f4ea804c7-
MORSE Corp,4.8,Lead Data Scientist,"Cambridge, MA",NA,"The ability to obtain a U.S. Security Clearance
 Bachelor's degree or higher in Engineering, Applied Mathematics, Physics, or a related field
 At least 5 years of relevant experience
 Expertise using Python to solve data science problems
 Solid understanding of physics, linear algebra, statistics, algorithms, optimization, and/or machine learning methods
 Demonstrated performance in managing program schedules to successful program conclusion in an Agile environment.
 Proven record interfacing with customers and developing external relationships.
 Experience using cloud services
 Experience with data management pipeline technology
 Experience evaluating the quality of advanced models
 Interest in pursuing ethical AI principles
 Direct computer vision or natural language processing experience is a plus",https://www.glassdoor.sg/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cd42d3df&cb=1681312642753&jobListingId=1007324259053&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-3ed1e8e6b729212b-
"Integration Innovation, Inc.",4.1,Data Scientist,"California, MD",NA,"Develop analytics methods and processes 
Identifies appropriate methods and tools to extract knowledge from data 
Leverages large volumes of data to answer challenges 
Prepares data for use in predictive and prescriptive modeling (data cleansing) 
Automates organizational work through scripts for data processing and analytics 
Develops and applies algorithms and machine learning methods 
Applies analytic methods and software tools to design and develop analytic programs 
Performs mathematical modeling 
Bachelor's and 3+ years of experience; specific certifications can be substituted in lieu of degree for information on certification substitutions, please visit Navy COOL - Cyber IT/CSWF Workforce Model (osd.mil) 
We were founded in 2007 with the intent to do business differently. 
Our focus is to leave our team members and customers better than we found them. 
Our ultimate goal is to strengthen our Nation and our warfighter. 
100% team member owned 
Outstanding insurance coverage 
401(k) match 
Health and wellness incentives 
Tuition and certification reimbursement 
Generous PTO 
Fun culture with company activities 
Countless opportunities to give back to the community through our charitable organization, i3 Cares",https://www.glassdoor.sg/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=00000187760af568abe7e6fb49b46f2d&src=GD_JOB_AD&t=SR&vt=w&cs=1_25abc0f1&cb=1681312642750&jobListingId=1008572663984&jrtk=3-0-1gtr0ltcukcn4801-1gtr0ltdngah1800-09f5c59644478ca6-
MiRXES Pte Ltd.,3,Data Scientist,Singapore,NA,"
Perform in-depth analysis on data with various machine learning and statistical methods 
Discover hidden information in data; present data and analysis results in a logical and coherent manner to facilitate scientific contend creation 
Through data analysis, identify novel DNA/RNA/ncRNA biomarkers for cancers OR develop models for multi-marker diagnostic test. Develop models for multi-marker diagnostic test and perform data mining 
Novel analytics tools and methods development for better understanding of data, data generation process refinement and quality control 
Facilitate the design and execution of experiment, process set up and quality control set up with statistical insights 
Support other commercial activities 
PhD/MSc. in related Science background 
At least 2 years of experience in developing multi-marker diagnostic models, including data processing and machine learning 
Good understanding of diagnostic biomarker discovery and biomarker panel optimization 
Good coding skills 
Familiar with bio-informatics tools and database 
In-depth experience in qPCR technique is desired, experience with NGS is a plus We appreciate your interest in the above-mentioned position, however, due to overwhelming response, only shortlisted candidates will be contacted.",https://www.glassdoor.sg/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=000001877616f6679b9e167e51e96f4b&src=GD_JOB_AD&t=SR&vt=w&cs=1_4944c2d2&cb=1681313429420&jobListingId=1007550967570&jrtk=3-0-1gtr1dtoc2ff4001-1gtr1dtp6gajq800-f954bc6d111fd7fa-
Hummingbird Bioscience Pte. Ltd,3.6,"Intern, Machine Learning & Structural Bioinformatics",Singapore,NA,"Be part of a team to develop and implement novel in silico antibody design and engineering pipelines Write and/or refactor code to automate pipelines
 Create, test and maintain docker/singularity images
 Assist with in silico antibody engineering projects
 Stay up to date with relevant literature; implement and test new algorithms Currently enrolled in a Bachelor’s or Master’s Program in Computer Science, Physics or related Science program Strong programming skills (Python preferred) Familiarity with command line interface
 Experience with high-performance computing and knowledge of containerization is preferred Working knowledge of Git is ideal Interest in protein structure and biochemistry",https://www.glassdoor.sg/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=000001877616f6679b9e167e51e96f4b&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_83bcb835&cb=1681313429420&jobListingId=1008485472851&jrtk=3-0-1gtr1dtoc2ff4001-1gtr1dtp6gajq800-27a8aa2c380f831a-
MiRXES Pte Ltd.,3,Data Scientist,Singapore,NA,"
Perform in-depth analysis on data with various machine learning and statistical methods 
Discover hidden information in data; present data and analysis results in a logical and coherent manner to facilitate scientific contend creation 
Through data analysis, identify novel DNA/RNA/ncRNA biomarkers for cancers OR develop models for multi-marker diagnostic test. Develop models for multi-marker diagnostic test and perform data mining 
Novel analytics tools and methods development for better understanding of data, data generation process refinement and quality control 
Facilitate the design and execution of experiment, process set up and quality control set up with statistical insights 
Support other commercial activities 
PhD/MSc. in related Science background 
At least 2 years of experience in developing multi-marker diagnostic models, including data processing and machine learning 
Good understanding of diagnostic biomarker discovery and biomarker panel optimization 
Good coding skills 
Familiar with bio-informatics tools and database 
In-depth experience in qPCR technique is desired, experience with NGS is a plus We appreciate your interest in the above-mentioned position, however, due to overwhelming response, only shortlisted candidates will be contacted.",https://www.glassdoor.sg/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=00000187761707f7bd8c764dedd2aff3&src=GD_JOB_AD&t=SR&vt=w&cs=1_05e0f602&cb=1681313433801&jobListingId=1007550967570&jrtk=3-0-1gtr1e21qjrq5801-1gtr1e22o23jf000-f954bc6d111fd7fa-
