companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
Eargo,4.1,Manager Data Science,United States,Employerest.:108000 - 165000,"
Gather requirements and generate ideas for the application of quantitative analysis, data science, artificial intelligence approaches. 
Data analysis, data sources searches, data cleanup and transformation, data point selection, data training set selection/un-biasing, data testing selection. 
Model development including data relevance and algorithm selection and testing. 
Solution development, software development. 
Vendor selection/interaction and development of understanding about 3rd party solutions in the relevant space. 
Internal customer interaction during the development, testing, deployment, and post-deployment phases. 
Develop advanced quantitative modules using a variety of programs/software to support predictive assessments. 
Communicate analytics model behavior/results to business. 
Carry out technical risk analysis and reliability assessments. 
Perform complex analyses, including optimization, text analytics, machine learning, social-science modeling, and statistical analysis, parametric and non-parametric statistical models, and techniques. 
Provide recommendations for plans, programs, strategies, policies, and budgets. 
Design algorithms that require different models/methods to be used together. 
Drive data quality throughout the organization. 
Apply strong understanding of data science techniques and libraries to business problems. 
Direct data science teams to complete all project deliverables.
 Assist with other duties as assigned. 
Master?€?s degree or foreign equivalent in Data Science, Business Analytics, Computer Science, Applied Math, Statistics or related field and 48 months of experience. 
Data Set Creation techniques including stratified sampling, correlation analysis, custom transformation development, feature scaling, and transformation pipelines. 
Experience with Model deployment in cloud infrastructure (AWS) using tools like Lambda, EC2, Container Services (Fargate). 
Artificial Intelligence methods, algorithms, and techniques. 
Machine Learning modeling development and implementation including ML supervised, semi-supervised, and unsupervised algorithms such as: Linear Regression, Gradient Descend, Stochastic GD, SMVs (Support VectorMachines), Decision Trees, and Random Forest, ANNs (Artificial Neural Networks). 
Deep Neural Networks, and Convolutional Neural Networks. 
Data ingestion/clean-up, unbiased-testing, algorithm selection and testing. 
Machine Learning model validation implementation in production environments, and recurrent improvements that includes techniques like measuring RMSE (Root Mean SquareError), or MAE (Mean Absolute Error). 
Python, (numpy, pandas, matplotlib, scikit-learn, tensorflow).
",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_55d44636&cb=1681313163635&jobListingId=1008395505757&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-709ee5cafbd8ca5d-
Reify Health,2.9,Senior Data Scientist,Remote,,"Expanding the capabilities of our predictive modeling suite and integrating it into compelling, commercializable, data-driven narratives for pharmaceutical sponsors Develop recommendation systems which materially improve the operational efficiency, scalability, and effectiveness of our Customer Success and Sales teams as they support sites and sponsors Performing hands-on R&D and discovery sessions with stakeholders to drive novel, high-ROI data science applications for sites, sponsors, or associated stakeholders Becoming intimately familiar with HIPAA, GDPR, and other applicable regulatory and privacy frameworks and how they influence our analytical and model development decisions Regularly communicating your efforts to the Director of Data Science, Head of Data, and other technical/non-technical stakeholders in clear written, verbal, or presentation form Living our data philosophy, which focuses on ethical decision making, being aware of how biased data (and assumptions) can affect results (and, more importantly, people), and being laser-focused on business needs At least 5 years of professional work experience in an applied data science role dealing with regulated health or clinical data (or a similar highly regulated dataset) A willingness to deeply engage with stakeholders and understand business strategy to establish a ?€?definition of value?€? before considering technical approaches Deeply understands not only how to use a technique but why it is or is not appropriate in a given situation, with available data, and for specific business needs Expertise in several techniques such as (but not limited to): Bayesian statistics and modeling, linear/nonlinear regression, linear optimization, mixed integer programming, supervised/unsupervised learning, expert systems, network analysis, and neural networks Familiarity (or ability to become familiar) with privacy-preserving or identity protecting techniques and ways to discern bias in models that may impact recommendations regarding diverse and underserved populations Expertise in Python and SQL and deep familiarity with corresponding analytics, visualization, and data processing libraries Understanding of the nuances of testing models and addressing scalability/accuracy of analytical processes in probabilistic systems Advanced degree in computer science, data science, mathematics, statistics, or other related field Relevant published or publicized professional or academic work such as open-source contributions, blog posts, or publications",https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_442cab7f&cb=1681313163634&jobListingId=1008535285659&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-36603ca978fa0564-
Kiniksa Pharmaceuticals,2.5,"Senior Manager/Associate Director, Statistical Programming","Lexington, MA",,"
Lead, guide and support statistical programming deliverables within a project to ensure high quality timely, validity, compliance to the internal standards, SOPs and regulatory requirements 
Lead regulatory submission activities including electronic submission packages 
Coordinate and execute on the preparation, execution, reporting and documentation of statistical programming activities, proactively identifying issues and recommending solutions 
Provides state-of-the-art programming knowledge/skills for process improvement initiatives or other major change initiatives. 
Effectively monitors quality within area of responsibility, including both internal and outsourced activities. 
Actively participates in the development and implementation of Statistical Programming objectives. 
Enforces industry and regulatory standards in programmed deliverables (including CDISC standards for datasets and internal TLF standards). 
Work closely with clinical operations, data management and statisticians to ensure timely and quality support for analysis and reporting of clinical trials up to regulatory approval, and product launch 
Liaise with vendors as needed to facilitate electronic data transfers and statistical programming 
MS/BS degree or higher in statistics/biostatistics or related disciplines; MS preferred with a minimum of 6+ years of statistical programming experience in pharma/biotech 
Experience working in an outsourced statistical programming model 
Excellent SAS programming skills (including a deep understanding of SAS analytical tools such as SAS/BASE, SAS/STAT and SAS/GRAPH) 
Knowledge of relevant internal and external standards and guidance for clinical development (CDISC, EMEA/FDA, ICH- GCP etc.) 
Prior experience filing a BLA or NDA preferred 
Knowledge of MS computer skills (MS Word, Excel, PowerPoint, Outlook) 
Demonstrated leadership in a cross-functional team setting 
Ability to manage multiple initiatives and shifting priorities within a small company environment 
Excellent interpersonal skills with the ability to work independently and collaboratively in a dynamic team environment",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_cc2eb0b5&cb=1681313163637&jobListingId=1008107504830&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-c4226be70e3b7276-
Recursion,4.5,Senior Machine Learning Product Manager,"Milpitas, CA",120000 - 170000,"Build machine learning-enabled processes, across in vivo and in vitro biology Coordinate development of new scientific and technical capabilities
 Guide strategy for ongoing projects while also identifying future opportunities Innovate on novel in vivo tools Multiply a cross-disciplinary team of data scientists, pharmacologists, and engineers Plan and coordinate delivery of complex, high-impact initiatives 3+ years of experience with machine learning products, for products with computer vision applications, deploying algorithms at scale, understanding the tradeoffs between generating the right data and generating impact
 Demonstrated success in delivering novel systems and solutions (Bonus) Experience in product management or similar practice including strategy, planning, prioritizing, building, implementation, and gathering feedback for complex team efforts Understand how to translate between experts in engineering, biology and data science to identify business needs and find solutions Lifelong learner with a creative, collaborative approach We Care: We care about our drug candidates, our Recursionauts, their families, each other, our communities, the patients we aim to serve and their loved ones. We also care about our work. We Learn: Learning from the diverse perspectives of our fellow Recursionauts, and from failure, is an essential part of how we make progress. We Deliver: We are unapologetic that our expectations for delivery are extraordinarily high. There is urgency to our existence: we sprint at maximum engagement, making time and space to recover. Act Boldly with Integrity: No company changes the world or reinvents an industry without being bold. It must be balanced; not by timidity, but by doing the right thing even when no one is looking. We are One Recursion: We operate with a 'company first, team second' mentality. Our success comes from working as one interdisciplinary team.",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f73bf651&cb=1681313163636&jobListingId=1008331818861&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-dd3eb011164e38b4-
Pivot Bio,4.7,Data Science Analyst II,"Berkeley, CA",89000 - 125000,"Support decision makers within the R&D pipeline with statistical analyses, technical reports and data visualizations. Maintain and develop robust analytical pipelines to provide prompt and accurate insights to internal customers. Help advocate for data driven decision making within the organization and support experimental design via power analysis. Help develop and implement new analytical techniques with company data and help evaluate the utility of novel data sources for R&D. Work collaboratively as part of a diverse, geographically dispersed data science team to support internal communication of needs, project status and results. Job will involve mostly office and computer-based work. Repeating motions that may include the wrists, hands, or fingers. Sedentary work that primarily involves sitting/standing. Communicating with others to exchange information. Master's degree in statistics, mathematics, biostatistics, ecology, or related field or bachelor's degree in statistics, mathematics, biostatistics, ecology, or related field with a minimum 2 years' related experience. Strong verbal and written communication skills. You know how to communicate complex ideas clearly to diverse audiences. Ability to learn concepts and techniques quickly. Experience building statistical models in R or Python (preferably both). Proficiency with Bayesian analysis, hierarchical mixed modeling, and power analysis preferred. Attention to detail and ability to produce clean, reproducible workflows. You know what it takes to derive meaningful insights from noisy data. Please include the word diazotroph somewhere in your application materials. This position is not a business analytics or consumer focused role. Applicants with experience in the biological sciences and agricultural/ecological data are strongly preferred. Must be authorized to work in the United States Competitive package in a disruptive startup Stock options Health/Dental/Vision insurance with employer-paid premiums Life, Short-Term and Long-Term Disability policies Employee Assistance Program with free referrals and discounts 401(k) plan, 3% Match Commuter benefits Annual Training & Development support Flexible vacation policy with a generous holiday schedule Exciting opportunity to work with a talented and fun team",https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_95680da9&cb=1681313163635&jobListingId=1008582384329&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-5d6d3097f3a8276f-
CALICO,4,"Machine Learning Engineer/Scientist, Protein Design","South San Francisco, CA",Employerest.:152000 - 181000,"Ph.D. in Computer Science, Computational Biology, or related technical field;
OR M.S. in Computer Science, Computational Biology, or related technical field, plus 2+ years industry experience Experience in applying deep learning to model biological sequences and structures Expert in TensorFlow, PyTorch, and/or JAX Strong software engineering skills and substantial expertise in Python Track record of outstanding communication and collaboration in a cross-functional environment Strong analytical and quantitative skills Must be willing to work onsite at least three days per week Domain expertise in computational biology, biochemistry or structural biology Familiarity with state of the art structure modeling tools such as AlphaFold. Public recognition in the field, e.g. via scientific publications or success in computer vision competitions Prior experience working with biologists",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_911ad763&cb=1681313163635&jobListingId=1008562003545&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-ea64b69af7adf1be-
Voyager Therapeutics,3.1,Head of Data Science,"Cambridge, MA",127000 - 184000,"Build and utilize machine learning capabilities at VYGR in order to design the next-generation capsids that will transform the field of gene therapy Drive strategy and discovery by providing leadership, mentorship, and technical expertise, including implementing data management best practices, in data science to enable rapid progression of novel therapeutic concepts as applied to the Voyager novel capsid discovery pipelines Develop novel analytic capabilities, workflows, and an integrated data environment for analysis, visualization, and interpretation of large, complex datasets to maximize insight from sequence data Build and grow a world-class team of scientists responsible for applying computational biology and statistical analysis techniques (including machine learning) while establishing a culture of scientific quality and rigor Manage a portfolio of projects to enable timely, data-driven decisions across Voyager?€?s portfolio by providing transparency on project status, potential roadblocks for execution, and new strategies to Voyager leadership as part of the project management responsibilities PhD/MS in Computational Biology, Bioinformatics, Statistics, Computer Science, Electrical Engineering, Math, Physics, or a relevant field with 10+ yrs. of experience in industry and/or academic research; expert knowledge of scientific principles and concepts with a strong publication record involving impactful biology or product 5+ years of experience managing and growing a team greater than 5, including individuals with a range of experience (straight from graduate school through 10+ years of industry experience); proven leadership skills and the ability for guiding a team through innovation Be a leader, directly impact the science by recommending specific engineering strategies based on mining existing data by being capable of responsibility for combination of technical elements (e.g., data engineering, informatics, IT, data analysis, bioinformatics) Technically proficient in statistical analysis (e.g., Python and R) and engineering for data science (e.g., version control, containerization, and workflow languages like Nextflow) Experience applying new tools for the integrative analysis and visualization of multi-dimensional datasets Track record of building, tuning and operationalizing machine learning models Experience sharing data solutions using web apps such as Streamlit and R-Shiny to a wider audience Excellent verbal, written, analytical, and presentation skills; communicate a clear vision down, up, and across",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_214f2922&cb=1681313163634&jobListingId=1008525680902&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-93222df223793779-
Catalyst Clinical Research LLC,4.2,Senior Statistical Programmer,Remote,,"
Creation of safety and efficacy SAS datasets. 
Creation of project specific macros and formats. 
Performing data checks as needed, to ensure integrity and correctness of data displays and to understand structure and content of data. 
Perform QC/validation of datasets, tables, listings, figures to verify the output. 
Establish, maintain, and strengthen a professional working relationship with clients, potential clients, regulatory agencies, collaborating staff, vendor, and subcontract personnel. 
Represent department and company in a multi-disciplinary setting, including project team meetings, client meetings/presentations. 
Ensure the quality and integrity of data analysis and reporting. 
Maintain awareness of project budgets and tasks, and effectively communicate the status of such tasks to management. 
Contribute to the development of functional-level standards, tools, and templates. 
Interact across operational areas as required. 
Interact with sponsor representatives as required. Hands on Experience with CDISC/SDTM/ADaM Programming. 
A minimum of 5 years SAS programming experience. 
Previous experience in a pharmaceutical research or CRO setting. 
Proficient with Microsoft Office Suite. 
Excellent written and oral communication skills. 
Excellent presentation skills. 
Strong organizational, problem-solving, and analytical skills. 
Ability to manage priorities and workflow. 
Versatility, flexibility, and a willingness to work within constantly changing priorities. 
Proven ability to handle multiple projects and meet deadlines. 
Strong interpersonal skills. 
Ability to deal effectively with a diversity of individuals at all organizational levels. 
Commitment to excellence and high standards. 
Creative, flexible, and innovative team player. 
Ability to work independently and as a member of various teams and committees. 
Good judgement with the ability to make timely and sound decisions. 
Ability to be discrete with sensitive company information. 
Knowledge of clinical trial study design. 
Can attend study meetings as needed.",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_27c297c8&cb=1681313163636&jobListingId=1008458203580&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-e2c75220250c59b1-
Recursion,4.5,"Senior Data Engineer, Data Platforms","Salt Lake City, UT",95000 - 143000,"Build, scale, and operate a data platform. You will be a member of the platforms team responsible for building, operating, and tuning a data platform that allows users to discover and query across the breadth of our data at Recursion, which includes a chemistry library of billions compounds, PBs of cellular microscopy images taken in millions of different experimental contexts involving to support Recursion's drug discovery. Build relatability into a heterogeneous dataset. At Recursion, we generate datasets based on a wide swath of diverse biological models and treatment approaches. You'll work with Data Scientists to build relatability and query-ability into these datasets so they can be used in the future to answer the sorts of questions we haven't even thought of asking yet. Act as a mentor, coach, and sponsor. You will share your technical knowledge and experiences, delivering impact, learning, and growth across teams at Recursion. You will join the Data Lake team that built a Data Lake/house last year. The team is responsible for relational and object storage and has the motto: all Data flows to the Data Lake. The team solves the problem of making our diverse data discoverable, queryable, and relatable across datasets while we continue to add new data modalities as we grow. This will require collaboration with many different groups including teams building out reports, dashboards, and applications, teams finding and generating the required data for the machine learning problems, and teams building and iterating on new data processing pipelines. Experience working on data platforms that enable the discovery, query, and processing of large datasets. Experience delivering projects with significant ambiguity and technical complexity, ideally spanning multiple production systems and involving diverse technologies. Experience being resourceful and collaborative in order to complete large projects. We don't have much in the way of project managers. Be up to date on industry trends and tools. You understand the tradeoffs between different data platform architectures and technologies like a data lake, a data warehouse and can draw on this knowledge to develop data platforms solutions for Recursion. Excitement to learn parts of our tech stack that you might not already know. Our current tech stack includes: Python, dbt, Airflow, Big Query, PostgreSQL, GCP Buckets, CI/CD, Infrastructure as Code. Our cloud services are provided by Google Cloud Platform. Experience working collaboratively on projects with significant ambiguity and technical complexity, ideally spanning multiple systems and involving diverse technologies. A people-first mindset. Despite the deadlines, we always prioritize supporting our coworkers in their growth and experience. A drive to deliver technical solutions that are easily monitored and understood as they run in production and the effects of change can be readily quantified. We Care: We care about our drug candidates, our Recursionauts, their families, each other, our communities, the patients we aim to serve and their loved ones. We also care about our work. We Learn: Learning from the diverse perspectives of our fellow Recursionauts, and from failure, is an essential part of how we make progress. We Deliver: We are unapologetic that our expectations for delivery are extraordinarily high. There is urgency to our existence: we sprint at maximum engagement, making time and space to recover. Act Boldly with Integrity: No company changes the world or reinvents an industry without being bold. It must be balanced; not by timidity, but by doing the right thing even when no one is looking. We are One Recursion: We operate with a 'company first, team second' mentality. Our success comes from working as one interdisciplinary team.",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f6efde97&cb=1681313163635&jobListingId=1008464783986&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-e41e473df17e34bb-
ImmunityBio,3,Senior Statistical Programmer,North Carolina,," ImmunityBio is developing cutting edge technology with the goal to transform the lives of patients with cancer and develop next-generation therapies and vaccines that complement, harness and amplify the immune system to defeat cancers and infectious diseases.  Opportunity to join an early-stage public biopharmaceutical company with a headquarters in Southern California.  Work with a collaborative team with the ability to work across different areas at the company.  Ability to join a growing company with development opportunities. All hires are based upon completion and passage of a background check This position is eligible for a discretionary bonus and equity award. The pay range for this position is below. The specific rate will depend on the successful candidate?€?s qualifications, prior experience as well as geographic location.",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_95b7c7a0&cb=1681313163637&jobListingId=1008485467417&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-976d770b934eb85b-
Freenome Holdings,3.6,Associate Data Scientist (Remote),"South San Francisco, CA",90000 - 139000,"Explore and extract insights from structured and unstructured data collected during preanalytical steps to improve sample handling practices. Improve and maintain data pipelines to process preanalytical and clinical data for machine learning applications. Improve and maintain the sample selection/grouping pipeline to Identify and model patient metadata, with applications in biomarker study design and execution. Create dashboards and presentations to effectively communicate detailed findings to diverse audiences.
 Bachelor?€?s or Master?€?s in a relevant, quantitative field such as life science, applied math, statistics, or data science with at least 1 year of industry experience. Life science background strongly preferred. Strong technical abilities in relational database, database queries (i.e., SQL), data segmentation techniques, and applying ETL frameworks. Ability to program in a scientific programming language (e.g., Python), work in a Linux server-based environment, and perform appropriate statistical analyses. A passion for innovation and tackling new areas of research. Proficiency in office tools such as google sheets and google doc. Excellent written and verbal communication skills. Experience with git version control. Experience with business intelligence tools such as Tableau or google data studio. Family & Medical Leave Act (FMLA) Equal Employment Opportunity (EEO) Employee Polygraph Protection Act (EPPA)",https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_fd6b4af6&cb=1681313163633&jobListingId=1008490173858&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-3e0f7bbf92115f02-
RHO,3.6,"Senior Statistical Programmer (Remote, US)",United States,Employerest.:110000 - 150000,"
The foundation of our organization was built on Biometrics, and it continues to be a thriving focal point for our business with strong employee tenure and stability. 
We are large enough for strong stability, but small enough for you to have strong visibility and exposure to grow your career! 
Support and collaboration is everywhere ?€? from the top down. You have plenty of artillery to be successful here 
It?€?s fun and vibrant ?€? our culture is unbeatable 
Great benefits, time off and 3 promotion cycles per year! 
Lastly, we do great work and our studies are properly staffed, that makes for very happy people! Lead and participate in the development and validation of high quality CDISC datasets based on the implementation guides and consultations with sponsors, project leads, systems analysts, other programmers, and end users 
Use your expertise in data standards and regulatory requirements to lead discussions with clients about appropriate approaches to database design 
Use study protocol, CRF, Data Transfer Agreements from vendors, data sources, CDISC CT, TAUGS, and CDISC implementation guides to independently author SDTM specifications from scratch; use Pinnacle 21 to run data conformance and create define.xml for SDTM and ADaM submissions 
Act as the CDISC subject matter expert 
Convert designs and specifications into computer code and analyze code to find causes of errors and revise programs 
Write and maintain documentation of changes to computer code, programs, and specifications 
Review user and technical documentation written by others to confirm consistency with program operations 
Offer expertise relevant to statistical programming and CDASH data collection for study start up, execution, and close out: review protocols, draft CRFs; prepare and review validation plans, review vendor DTAs, etc 
Modify and maintain software programs written by others 
Provide mentorship and training to peers and more junior programmers in areas of expertise 
Ensure effective, accurate and timely communication of key issues and progress to the team and Sr. Management 
Perform functional lead activities on assigned projects while maintaining scope and budget oversight 
May provide guidance and input to the budgets and business submissions of proposals BA/BS in computer science, statistics, or related field along with at least 5 years performing statistical programming in the SAS language within the CRO/Pharmaceutical industry 
Extensive experience and understanding in
SDTM model including transforming raw data files while adhering to CDISC standards from end to end (raw data to eSub); advanced understanding of SDTM model and experience with ; both specification, programming, and conformance of SDTM CDISC; strong CDISC skills with an emphasis on SDTM End to End submissions experience
ADaM model and experience with both specification, programming, and conformance of ADaM CDISC is a plus
SAS/Base knowledge with an emphasis on data step programming; competency modifying pre-existing SAS code, as well as writing SAS code from specs.
Clinical trials including knowledge of applicable clinical research regulatory requirements; i.e., Good Clinical Practice (GCP) and International Conference on Harmonization (ICH) guidelines
Data/submission conformance tools (such as P21), creation of define.xml, SDSP, and study data reviewer?€?s guides 
SDTM model including transforming raw data files while adhering to CDISC standards from end to end (raw data to eSub); advanced understanding of SDTM model and experience with ; both specification, programming, and conformance of SDTM CDISC; strong CDISC skills with an emphasis on SDTM End to End submissions experience 
ADaM model and experience with both specification, programming, and conformance of ADaM CDISC is a plus 
SAS/Base knowledge with an emphasis on data step programming; competency modifying pre-existing SAS code, as well as writing SAS code from specs. 
Clinical trials including knowledge of applicable clinical research regulatory requirements; i.e., Good Clinical Practice (GCP) and International Conference on Harmonization (ICH) guidelines 
Data/submission conformance tools (such as P21), creation of define.xml, SDSP, and study data reviewer?€?s guides 
Strong Communicator: Demonstrate written, verbal and presentation skills to help showcase the successes of your work and Rho?€?s. 
Committed to Quality: Every job at Rho requires an attention to detail, a deep understanding of our high-quality scientific standards, and an ability to care about every outcome. 
High-Character: Contribute to our collaborative culture with honesty and integrity. At Rho, we value a strong team spirit highlighted by loyalty, accountability, and mutual trust. We work smart together, we work hard together, and we laugh together. We take responsibility for our actions, forgive honest mistakes and respect one another. 
Critical Thinker: Rho values thinking. Draw on your native ingenuity, sharpened and enhanced by our intellect, training, and experience. We evaluate situations and opportunities objectively and incisively; we then craft novel, practical solutions. 
Agile and Adaptable: Rho values the ability to change quickly. We eagerly anticipate, respond to, and take advantage of changes in our environment. We embrace risk but manage it by planning, accepting, and learning from both failures and successes. The opportunity to adapt and evolve energizes us.",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_ed3cf20b&cb=1681313163636&jobListingId=1008518678972&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-950ed453a18b9230-
Shionogi Inc,3.6,Principal Statistical Programmer ?€? Pharma,"Florham Park, NJ",101000 - 136000,"Creation of SAS programs to Develop or Validate SDTM/ADaM/TLFs. Provide oversight for CRO SDTM/ADaM/TLFs deliverables for multiple studies and make sure efficiencies are gained at project level. Generate and/or review of SDTM mapping specifications, annotated CRFs, ADaM specifications, Define.XML documents and reviewer?€?s guides per CDISC and FDA specifications and guidelines using standard tools and templates. Interact with Biostatistics and Regulatory to design and prepare regulatory submission-ready packages and support responses to health authority information requests. Provide technical leadership, problem solving of moderate to high complexity and within project timelines while providing high quality deliverables. Demonstrate expertise in the SAS language, procedures, and options commonly used in clinical trial reporting - including the Macro language, BASE SAS, SAS/STAT and SAS/GRAPH. Create all files, documents, and analyses necessary to support electronic submission(s) in an eCTD format, including ISS/ISE. Accountable for oversight of Statistical Programming deliverables on project level for inhouse and outsourced projects. Manage all aspects of Statistical Programming deliverables for multiple studies/projects. Support in development and review of global standards, templates, processes, SOPs and Work Instructions. Partner with cross functional groups on timelines, vendor selection and CRO oversight. BS or MS in Computer Science or Biostatistics. Minimum of 6 years of industry experience in Statistical Programming to include oversight of CRO deliverables. Expertise in the SAS language, procedures, and options commonly used in clinical trial reporting including the Macro language, BASE SAS, SAS/STAT and SAS/GRAPH. Experience in development and validation of CDISC SDTM and ADaM data models by transforming raw data into standard domains and development and validation of Tables/Listings/Figures. Extensive experience of data integration. Must possess the ability to work in a team environment. Excellent written, verbal and interpersonal communication skills. Creation of all files, documents, and analyses necessary to support electronic submission(s) in an eCTD format, including ISS/ISE. Hybrid work arrangements will allow work from home combined with your presence on-site at our US HQ in Florham Park, NJ. Good knowledge of 21CFR11 and GCP. Good knowledge of Drug development process and Biostatistics Current knowledge in technologies and tools related to Statistical programming or Biostatistics.",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3cc9e5c&cb=1681313163637&jobListingId=1008283052738&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-79ec3a819f606922-
Alimentiv,4.1,Statistician,"Raleigh, NC",Employerest.:79000 - 132000,"Carry out statistical analyses and provide direction to programmers, using standard software packages to interpret and translate results within a statistical framework into biomedical terms and prepare statistical data results for inclusion in reports and research papers that meet trial, organizational and regulatory best practices, and standards. Working in conjunction with the Director of Academic Research, convert and present new and novel biometrical trial technologies, processes and findings into publishable and promotable scientific processes and results. Provide statistical expertise and guidance based on established methodologies throughout the project life cycle in the areas of study policies, protocols, implementation timelines and processes, data interpretation and publication of results. Work with data management team to ensure data captured incorporates and corresponds to project protocols and requirements. Prepare statistical analysis plan and oversee project data collection, management, and analysis with input from the project teams that incorporates the type of information collected, sample size, randomization procedures, table and listing shells, project statistical policies, protocols, and methodology to be used to appropriately translate scientific questions into statistical hypotheses. Assist medical director(s) and/or technical writers by preparing statistical section of study report, publications and/or presentations ensuring statistical analyses adheres to trial, sponsor, organizational and regulatory requirements, and best practices. Accommodations for job applicants with disabilities are available upon request",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=000001877612e795ae4f8ec1364357e8&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_deb35eff&cb=1681313163635&jobListingId=1008396028403&jrtk=3-0-1gtr15pu8kbmd801-1gtr15pv2hap4800-14511e628a6736c1-
