companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
United Overseas Bank Ltd,3.4,"VP, Data Scientist",Singapore,40000 - 56000,"Design analytical solutions/experiments to solve various strategic business problems through engagement and research. Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region. Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group. Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs. Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program. Drive Innovation initiatives under CDO guidance and directives. Min Bachelor/Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field. Min 5 years advanced analytics working experience in banking / financial services / consulting industry. Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, Python, Spark, Hive and other Hadoop-based languages. Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms. An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems. A strong communicator, with clear articulation of analytical findings through presentations. Experience with data visualization packages and/or tools will be a plus. Innovative and Agile thinking – experience with Test and Learn Frameworks desirable.",https://www.glassdoor.sg/partner/jobListing.htm?pos=520&ao=1136043&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_762b82f8&cb=1679538144694&jobListingId=1008540488369&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-e46313ac1a266760-
HUBBLE PTE. LTD.,3.6,Data Scientist,Singapore,5000 - 7000,"Possess strong problem solving ability to break down Machine Learning project requirements into a stepwise workflow consisting of requirements, analytics, limitations and deliverables.
 Possess strong technical knowledge in statistical analysis and ML modeling;, able to develop the models, look for pitfalls and counter limitations.
 Able to implement, test, deliver, maintain and document the Machine Learning workflow proposed.
 Able to assess the effectiveness and accuracy of data sources and data gathering techniques.
 Able to mine, search for and increase the machine learning capabilities of existing data sets. The ability to expand on existing data sets to minimize bias is a plus.
 Able to continually seek and study new ML models and tools in the market to continuously optimize existing capabilities.
 Possess excellent communication skills to communicate technicalities to less technical parties.
 Strong documentation skills
 Strong teamwork skills to work within and cross departments.
 Strong sense of responsibility. All work, maintenance and upgrades needs to be completed and delivered in a timely and structured manner.
 B.E/ B.Tech/ M.C.A in Computer Science, Computer Engineering, Electrical and Electronics Engineering, Statistics, Economics and/or any other equivalent fields
 Proficient in Python, any other language is a plus.
 Proficient in accessing and using at least one of the following data storage solutions (S3, Redshift, DynamoDB, MongoDB, SQL, PostgreSQL)
 Experience in off premise data storage (cloud or local cloud)
 Experience in finding prediction capabilities from given data set (all kinds accepted)
 Recommended to have Certification in AWS/Machine Learning/Machine Vision/Data Management/Any other personal Machine Learning, Statistical modeling or data analytics and prediction project
 Purpose driven
 Hungry, ambitions, and self-motivated
 Meritocratic, results/performance > age/bureaucracy
 Resourceful, independent, chart our own destiny
 Determined, perseverance, and hard working
 Creative, innovative, out of the box
",https://www.glassdoor.sg/partner/jobListing.htm?pos=515&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf38f4d4&cb=1679538144694&jobListingId=1008540543645&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-93afab4f58f6e15f--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37FzUGt25OD_fKs-9z2-alUkxuFvOydU1dFJDSMoToNo1ch9U-QUzZmNKVNOQfg53a1ONWGf84qweO0hKZu3kkSV4u7alUY8RF13RAcsvHAWjib12hH0d8iSjhieuKT7fy2z7-FZOK3e__bG7IGg7ihLBWzOuHo6tETxASamWhs_NVaLTJDQGaESfwvL9hiwVEbisIPkSeTDeURJrN0ejJlIhhwo71LtSds-G01MsLWAVCQF6nNdpDsIKa_TzPo2Ajrd6-MEGKjiy2jSCM839LHribn73FNhIz567MYcAIbXm_UVI8utgmIM4f0UbQLdXZQoDNOUJjrmraGJSTeGczRlz-6sPWEvzZwoWGL-H8SDHg95L8vnD4MQkVb1UCoq2JlzSyD5VjIasT2lt2VfkzmIelWxNRNj-90sHetuEQNgZYLqBFF5Jt9dsH6rw9Gtwpr0IhwBAaf70qa9UE3UVbzbokKgphv_Boxh4lTz9Xp9izn2b4wq2iVSPeu5N_JkaoO-BonZfDJ-uJHfQAjlCNQzpUYpXMMpbpzOpwH82QXWH4bY49iqeqHtlYPZApo8pt0_ssMpCsbxOtjjk6HFN8iHD4rYMu5Kt-lGvlPh-vQ_neevvicDcsapMoscCqKFHSeBixSDgot2vqOx0pHwYSvFmoMaNoKL_raHIqwXE43yC68hmeYEOcNNLekaTB6D9iENPmZ2kF5Xs_ncTDHfZIBmv4YLx14xsBk%3D
INTEL,4.2,Data Scientist,Singapore,NA,"
Delivering Operational Analytics and Automation solutions in partnership with business subject matter experts and super users to solve complex problems and developing an effective analytics self-service community within the business. 
Designing and applying leading Data Analytics solutions to influence how the business groups in EMP use analytics as an integral ingredient to a world class Manufacturing organization. 
Developing algorithms and mathematical models, performing experimentation and building data driven apps to translate data into intelligence, solve a variety of business problems and enable business strategy. 
Delivering data engineering and automation capabilities that enable analytics solution. 
Enabling EMP wide data culture through engagements with customers, educating them on technical capabilities available and facilitating data accessibility and awareness initiatives. 
Work with EMP teams to identify analytics needs and create plans to deliver models that provide insights. 
Understanding of internal business segment. (stakeholders) 
Possess written and communication skills. Able to clearly communicate project status, risks and help needed. Be able to elicit requirements, discuss solution options and drive adoption with customers. 
Self-starter, responsible, dependable and inquisitive. 
Ability to solve complex analytics problems 
Desire to drive change and infuse new mindset to streamline our business. 
Challenges status quo and has a passion to drive smart change using data. 
Project management skills as well as Supply Chain business background with a track record of leading and delivering complex projects thru multi-disciplinary, matrixed cross- geo teams and partnerships. 
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment 
Ph.D or Master's Degree in Data Analytics/Science, Mathematics, Statistics, Machine Learning with 4+ years of experience 
Proficiency with real-world experience, and areas Business Intelligence products. 
Developing BI models and solutions using Microsoft BI stack on Azure 
Azure Data Platform including DataBricks/Snowflake/Synapse/SQL/DataLake, LogicApps, Data Factory 
Statistics and advanced analytics to find patterns and relationships in data 
Large data set manipulation 
Creation of data models and visualizations to tell a compelling story and interpret the results that will enable others to drive change and action to drive business optimizations 
Predictive modeling statistics Machine Learning Data Mining and other data analysis techniques to collect explore and extract insights from structure and unstructured data. 
Experience with modern analytics frameworks to drive world-class analytics capability 
Deep experience with analytics languages and frameworks such as Python, R 
Experience with creating insights and visualizations 
This position is not eligible for Intel immigration sponsorship. 
Work experience in Supply Chain is preferred 
Hands on experience with Agile Development methodology and framework 
MS Azure Data Platform certification 
Semiconductor industry experience",https://www.glassdoor.sg/partner/jobListing.htm?pos=527&ao=1136043&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_cc606ca8&cb=1679538144695&jobListingId=1008490833371&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-d0f758cbdd7594bd-
GECO Asia,4.5,Data Analyst / Data Science,Jurong West New Town,38000 - 58000,"
Bachelor's or Master's degree in Computer Science, Statistics, or a related field. 
At least 3 years of experience in data analytics, preferably in a large-scale organization. 
Strong analytical skills with experience in statistical analysis, data visualization, and data mining. 
Proficiency in SQL, Python, R, or other programming languages used in data analytics. 
Excellent communication skills, both written and verbal, with the ability to effectively communicate insights to stakeholders. 
Analyze large and complex data sets using statistical methods to identify trends and insights. 
Develop and implement data analysis models to provide insights to various stakeholders. 
Work with cross-functional teams to define requirements, identify data sources, and ensure data accuracy. 
Develop and maintain dashboards and reports to communicate insights to key stakeholders. 
Stay up-to-date with the latest industry trends and best practices in data analytics.",https://www.glassdoor.sg/partner/jobListing.htm?pos=514&ao=1136043&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0870a8ab&cb=1679538144694&jobListingId=1008540828294&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-fa2d22dbbd73aacd-
Nanyang Technological University,3.9,"Research Fellow (Data Science), [LKCMedicine]",Novena,54000,"Research project: Connecting within-host viral dynamics with the epidemiology of COVID-19: a multiscale computational infrastructure
In this project, we aim to develop a multiscale modeling framework and computational infrastructure to connect within-host viral dynamics and between-host transmission dynamics. The multiscale model will help address key epidemiological and public health questions which could not be answered by classic (single scale) approaches. Specifically, we plan to develop and calibrate the multiscale model for SARS-CoV-2 and assess effect of intervention (e.g., antiviral treatment) on epidemiological dynamics.
This project is led by Keisuke Ejima, an Assistant Professor at Lee Kong Chian School of Medicine, Nanyang Technological University.
The Research Fellow primarily leads the project under supervision of PI in the areas of collecting clean data, reviewing literatures, lead model development, lead data analyses, leading the manuscript writing and other areas of the project support.
Candidates should have a PhD degree in a quantitative field, such as data science, computational biology, mathematics, computer science, (bio)statistics, or related field. Research experience and/or educational background on public health and medicine is a plus but not essential. Computational experience on R is preferred. Good communication skill and respectful attitude for teamwork. The successful applicant will work as part of a growing and energetic team, focusing on quantitatively understanding biological mechanisms of infection and its impact on both individual and population health.
Hiring Institution: LKCShow more Report",https://www.glassdoor.sg/partner/jobListing.htm?pos=526&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e92e56ac&cb=1679538144694&jobListingId=1008394729613&cpc=FAE5E775D180B2FB&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-f07054ec8c416905--6NYlbfkN0C3dlnoyXIby2MErkk12i7gjQnI-ure46z91GVVu91qEa4UINR4Y7PvKfsPm9lzOPCM645uXkP16RTVUA6vrJ4z8nvcdv8lsUgAYd7Tm7YjH62nVRUnKWKU2IlhNbXYTv-CSQebhQii7dQSRPhmunAufb3X0bSDPbDNDhXS8jqBDSSabxEsvvYguSVqsH6JQm7YnvigWr-9tyBSBqMdGBlkRtiFNG2oImMXKI24juIFWcRMcQemQxvz-iWPl-ZNhIASR7-x4lFzE7V5y6eyWBAX1CuhHWweSnRMieGylX7Mo764sFySAol7FylERI7WWVwqlA8w1w-Qa8_GLW5GUJtxQaSUTbbPMOZ1yrwM8oFiU5kUDMS-8gtSI5e3JSDdH2gAV0n_Jdahbv22LHKNM69TYUd_fLeYPldHDZ9kIyVgRtwYG5EAc9HgDpLtVybNp2hSWjgfV5svUA9Ww7oHtw3XVqv0-jq3dyTSeIn3n2MXXbkF6S5ZWXeRK9D6-dsW4vtE3_POVJspobEAbdXZG9ncFliuAP8ekBEwevASWWqXC_wN6iXxa3n8pQRpqpcqA18PC-pcjvqcDgTTxfKW5fTz3HeG6P5NdkphUEv2WKIm3Ji2glszBoRjXYys4HHlZlbJOedoK0JWAhxRSvX4lJmXC43rw8c1LYoK9BCLUQrKplS_14lM2T3UaErOxRUiopI%3D
GVT Government Technology Agency (GovTech),4.0,"Programme Manager (DART), Data Science & Artificial Intelligence Division",Singapore,NA,"Oversee implementation of an effective change management and communications plan to execute data transformation strategies to drive adoption of analytics across departments in GovTech.
 Organise events to build up the community of practice to encourage users to share knowledge and build up the data culture for use of data for actionable insights and decision making.
 Initiate and drive key data projects and use-cases, that are critical to the organization's business mission.
 Coordinate across various data job roles and teams to enable the implementation of data projects and use-cases.
 Track and monitor user engagement and adoption of analytics platforms and tools across the organisation.
 Create training materials for both online and face to face session and conduct training for users on the analytics platforms and tools used.
 Manage all aspects of assigned projects independently, including—but not limited to—programme execution and budgeting
 Demonstrated ability to build and maintain relationships with a wide array of people at both junior and senior levels;
 Highly collaborative working style with ability to deal with ambiguity and navigate uncertain situations to drive for clarity;
  Able to think strategically and develop clear and effective plans to implement the strategies;
 Team player with strong organization and people management skills;
 Excellent written, verbal communication, presentation, and negotiation skills;
 Experience with driving data transformation in an organisation
",https://www.glassdoor.sg/partner/jobListing.htm?pos=523&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e2e81ff8&cb=1679538144694&jobListingId=1008353160796&cpc=F4EED0218A761C36&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-9b44328d7b4f6e57--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDXaGjdrL_b5MhFPzh4-SHcQ6P9foc73MJRMCtUmcYJDh64mGJYuyR4KCUu6fpGrN1GtPTMq3f5u6Xw1_x_dPbL5IlGmF4h-mf9TqeWYg4NdkNx_4b34JgsNfccZpGfoSpIVYl5kcycyEJi2frxRN6p8oC4xcAKF8KNoSb2Qu_hYFsdiDJ-ycwD62LfdrIDyQISBxlkhKogcCoOcy2RXtzotHe0A9kt5UyL0OJLuV8PLgfseNbQmZEsKGUjK3eqDj-5ilS0KXHBRGVEa_Q0PLeVrREwVJ-APGYn9CXN0hiGzgngJKg2_yHRjne8rFuAhtPEg2hSFINCIfoQzlzN1R9cZMYTiTWnKTbc23JFbG7MmLjiDHaC-UQBb8peL25_RV3-GNJuQfqfQk6T9pk3m1wxinYltFyZeS1aKz8rzmHcTPbT9EzjWxmP_xJ8-5N--9JCsExuKaYFiha4bCapKvt6huUaUYrliLM2ES4vv8y65BmmUcsKAosOmulqNJaICeICb4AA70CFihPNYm5-ydWoN3Ha9AVgVeDHRvP9gD_WzIILYcmCpvafE2wfVwBeDMAmEqAELw25M4Rs_IRjHs5Ba9MiGhInxBtP4dtXG2ShhEBd5x1ugmUpwxg8x-S1d-gODAhSOqbxB8rzX0TxeAHUYCs9G3-Lw5oGbAgGHLm-75A%3D%3D
CXC SINGAPORE PTE. LTD.,3.5,Data Scientist,Singapore,6000 - 15000,"Responsible for designing, building, training, and deploying end-to-end machine learning and deep learning models.
 Working on various problems, including prediction, classification, personalization, individualization, and recommendation.
 Writing production-ready, scalable code
 Working directly with stakeholders, collaborating with other data scientists, machine learning engineers, and software engineers to create innovative solutions.
 Have at least 3 years of full-time experience, a Ph.D., or comparable qualification with a work history.
 Be knowledgeable about the latest developments in machine learning and deep learning.
 Experience deploying machine learning models in real-world applications.
 Experience training and re-training models, ideally with both tabulated and visual data.
 Experience with hyper-scaling platforms such as AWS, Azure, or Google, as well as big data technologies and data platforms.
 Worked with Python, SQL, REST, Keras, Tensorflow, SciKit Learn, and other machine learning and deep learning frameworks.
 Experience with GPU-based DevBox hardware, edge devices with GPU/Tensorcores/NeuralEngine like Nvidia Jetson family or similar, and streaming.
 Finally, you should be familiar with Linux, macOS, and Windows operating systems.",https://www.glassdoor.sg/partner/jobListing.htm?pos=512&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_e9eb9a9e&cb=1679538144693&jobListingId=1008515924362&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-9b69a693e9252917--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37FSIj_R-OtYQSX20M1fZxxX5m0DFlY7sxMrlm45CxUpeu13urVFDeC32qxjNUaqAB1NLbHMUZ_WOUcwM3ANGXfy7VBkBs3oBajG5lsA5HNKx4CvYf4QFdLHqe7md-esGHDFfqChZaMk9r5ir4JFDPNX9SB9rdvn15PUpweSAgSX133MnwnK2b-GbDX9y0q0Us2pUQB0Uq-_7flOMtYcksztWfbPUNJDY0pM3-4c9Vv-zrhWkr2WDuUneleQ3_f9zr9R9172CzYn8g01bUqPIHlrhfohGHAM86DcCXqdWW23EnFIVHk-C-zcb8VTEiac3Gh6qXrWjhhi5i2iR0N78fWDBwzoBvcex64wZ4yoP3RdcDYdBleTf5I0aQxvwv2uDruERgjakS9mnHFfEVdyDih3n_JURhpgfjg0G6Ch_FPmfxCsNG7pEuZ-QSXSIbg14tj6TM1Dze6sJ_-7hGtaDJXTzwMeiyrWmkazlFPVfZODrTHV0YlWPomEYYVUIdDnAXL37mS-CtTc2KC4PXLcpI87gS8P97p76IjK9WXkRFY1Tm-4VY3lPWq-63as2-cUDKC5eZsiIuKy4ij2g36GaUWniVDq9zXs2LEqJbA3zVUsU3ckoUjMGPT_nB5_4pXHqOGlO229K5a-jdRIo18LkXY6qG1A3YkBCNNWJ8d604jP9J2iybqD7ZH4GEYojZhaWQs_9uPSbVyVmoI5Z4GHrDTkgEFcRalkjVF_UL7vOYqWpg%3D%3D
GVT Government Technology Agency (GovTech),4.0,"Data Engineer (DART), Data Science & Artificial Intelligence Division",Singapore,NA,"Outcome Driven – Our projects are not academic exercises. We are driven by the “so what”, and seek to ensure that our findings and models can translate into tangible impact.
 Start Small and Move Fast - We build things fast. If it works, we quickly move on to the question of how we can scale it further. If it doesn’t work, what went wrong and what can we do better next time?
 Ownership – You’re not just here to write code. Team members help to figure out what we should be building, and how we should build.
 Continuous Learning – Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures, frameworks, technologies, and even languages are not just encouraged, but essential.
 In this Together - We draw from the deep domain knowledge of our partners and apply best practices from our community of experts.
 Design, Architect, Deploy, and maintain solutions on AWS and Databricks to provide secure and governed access to data for data scientist, data analysts and business users.
 Manage the full life-cycle of a data lakehouse project from requirement gathering to data modelling, design of the data architecture and deployment.
 Collaborate with data stewards, data analysts and data scientists to build data pipelines to ingest data from enterprise systems for both batch and real-time streaming data.
 Establish and manage the complete machine learning lifecycle using MLFlow.
 Degree in Computer Science or Information Technology or related disciplines
 Have more than 4 years of experience in a technical role
 Hands-on experience in implementing Data Lake/Data Warehouse with technologies like – Databricks, Azure Synapse Analytics, SQL Database, AWS Lake formation.
 Understanding on OLTP, Data Lake and Lakehouse technologies that may include knowledge of S3, AWS Glue, DeltaLake or DataBricks
 Proficient in SQL, PySpark and Python.
 Experience in Big Data management & processing using tools such as Spark
 Knowledge in Machine Learning Frameworks and the use of ML Flow to manage the machine learning lifecycle
 Comfortable with DevOps tools like AWS Cloud Formation/Terraform, Docker and Git for CI/CD development.
 Prior experience with data engineering tools and frameworks like Airflow, Kafka, Hadoop, Spark, Kubernetes.
 Familiar in building REST services is good to have.
 Experience in the public sector is a bonus
",https://www.glassdoor.sg/partner/jobListing.htm?pos=519&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_57a1b83e&cb=1679538144694&jobListingId=1008462790204&cpc=B076152010A3B66C&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-c3fe9914e5e6e0bf--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDVjXx47i4AkcN4mKv3LtN3y8PEUM7iVHnr4kXQ87vKYH5YzO_IrUMMUOUtR5Mz9hPE2Ix3pwNjBrpn08UQGbpWYJGYF8lwuiqsIv0VMUm1Y1b4gEBLPv77rRXfPD9YFnmxWkwLbVUUGLLLuoi9iqUezMmt_eRL8mrOUejP4lOMW_eUKVgsCnyu4qBAjlDTdI87YqbSJOBcs_blkLVdOwabCPe4FfH8MnDU8khEkLk7TQ07VAW3foJERKSXz-r1KU0q0Swnlxj26sQKbLmPpwh_8siH2WdxfuIly7n2FP4__t8cEmhH1IY9AmX474tf28hFjzrbiFbTEQri5_AH-CV4GfaWoIxNaQD1kvkXSp8FVy6tHBwaDMSyqTUibKR2t5hCHmGOSwgmHtCSs-Eiuta2DzdrJt1Fx2QEjMOoIqRI9HCz7K3yzwqJYU114g6HlaDGl0OCWAF8jvRWQ1XHP4XqkEVYdVdimqXapXNU52DpRh7iUOsCULrRSQUUv-WZWYnbr1kdvRgnvxTOd9qBaRYpgWE7Enkr03N2m1Queu-M_hdEvWh7WTfAA4NliHAwAHqmwQrcOLzc8iQQczEH0dDF5fY5om3l7K2BMgmB3MMFgeCYzBARLzk1RyGmRomyqX5xY3PjhreRcsiYNrgQYHQ8wfGNOoH21KrVozWNAf4tI9Q%3D%3D
GVT Government Technology Agency (GovTech),4.0,"Data Scientist (Strategy & Transformation), Data Science & Artificial Intelligence Division",Singapore,NA,"Research deep into the problem statement and propose solutions to tackle it
 Work closely with product managers, data scientists and engineers to develop, test and deploy new data products
 Write production-quality code and work with engineers to put models into operation
 Learn new things and impart knowledge to other team members in a multi-disciplinary team
 Establish best practices
 Share your expertise and mentor other data scientists
 Help with recruiting.
 Engaging users to understand their problems
 Conducting research & experimentation
 Rapid Prototyping
 Productionising your code
 Continuous Learning
 Sharing your knowledge and mentoring others
 Propose new innovation projects
 Have experience working with data and machine learning to solve problems, particularly in natural language processing techniques and experience in Large language models / transformers.
 Have experience with OpenAI’s GPT-3, ChatGPT or related technologies
 Have a demonstrated ability to build software
 Can write code to solve abstract problems
 Can talk and reason about code with other engineers
 Take the initiative to make things happen and w ant to work for the public good.
",https://www.glassdoor.sg/partner/jobListing.htm?pos=504&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_27e6dcb3&cb=1679538144692&jobListingId=1008486620341&cpc=B101C867B3EF2D75&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-43880d94aab2520e--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDUcjT-wXWcoflcvIRtM0QDtRHbzhPbNXxRKoqFsY1dpSWw-jHXMds83VGKt-isCnGeqGKSsSblclT9KzUbUhCuQmXzzD89OpUnyiQzqLL6BDbcHBfKjnd82R1YmaBOeA3IAoXC9e6f11WqNXLYx-ZiG05JhgrhE4UktenPM-y99udc6oxKumvQXZC-SZnGNXz5dXzpCO_tas2GOuA7xBIKm9jAjmRIJBdVSzhircAKXh1g7fAeW4QIaoFbL9FI5W-tCR6JcwQPG4Pb4A2SfJZ5S8bZjKT7dnhY-vSbUFTX80Jlcc4vqB9rtyC9yHzXq33OEJgOVLGCkEmt4K0cy4b3RJ_dtWXXHGbGwJcVz_YleBHjRX3MsWcQLKswIsftfITVAF_u2ZARyNmc3858bberW8ANm6v0qdAk6LZth46U1l8iekZHvqTwqK-1x8mbH0GqRDKHPcHwb7RpIuPDKqq-hq2ym-H7-rksDBcnTJKxSZ91VteeZF3I7PqmR4sgmW6OjB25x8mhjkFoIHxImuKsL_Z1qR12blkRrAjyQXk64NMfTjV6rwQm74oC9X7Y-tCKUYu2gIQ2lpp1sN3kg4R8DLLxrFayaizh7M3d7rEdm45ZAjxOlHFpfSdO2YNuwcx2cYwGvD8cXpYtmLioB4UNRCPlZdOcLMRVFG9RyDIXi-Ed_uC1-gFeNkPmi2f7_jv0rjNKPFsSbUg%3D%3D
CDG ZIG PTE. LTD.,NA,Senior Data Scientist,Singapore,5000 - 11000,"Undertake preprocessing of structured and unstructured data.
 Analyze large amounts of data to discover trends and patterns.
 Build predictive models and machine-learning algorithms.
 Apply expertise in data science, statistical analysis, data mining and the visualization of data to derive insights that value-add to business decision making.
 Work with internal stakeholders to architect and design analytics solution to meet business objectives.
 Bachelor of Science in Computer and Information Science
 Min 4 to 5 years of relevant work experience
 Experience in SQL, processing large data sets
 Experience in creating Dashboard by using Tableau & Power BI
 Experience in Data Visualization
 Experience in Statistical analysis and computing
 Experience in Machine learning, prediction model, operations research
 Experience in Computer programming such as Python, C++
 Statistical thinking & Technical acumen",https://www.glassdoor.sg/partner/jobListing.htm?pos=513&ao=1110586&s=58&guid=000001870c464496926b5e8fafa5444e&src=GD_JOB_AD&t=SR&vt=w&cs=1_f2e44c25&cb=1679538144693&jobListingId=1008535398404&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64ch5imfr6801-1gs64ch67ia30800-6a385d56e6cc036d--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37Enctm3V7SR0iZexSAae0CtbXZS2KsGxQyhe5yGTwYYC7QZkbAy2Z99M_4Nm4atgIQOOvP_ydKrpqXCW6ubiHo1FMiQvjL0d5TWa99_DBBJunCuNikOJ9mQbRQn1foEYYh1u-i8mkw_feJnar7cxd5CL936syxVU4WWJu-fJxZlLeCZC0p-OpgjP88UsgBQz89W0JQ17xwYxZi4YbPX918UAqZ_jMU1idskcx36zk9zfBp3nXVcfaRxQLeC-xvJZGKmrG-25K2TcqsGynvo3t9wBKK5hln-Po8k7E2BSK6scaz_xZ38v_u4lOeywWWmXWBb3EJHGRCfRCrvfKurLjwuP3tHmbXvbrChylX24TlZ8AnvsrqFysLqMfuQ24w-uwySR8dLnPfaqP0oBKABzkcGAk7JUJpiI0raepiSGLdcvf2d0TixHtSAbomQPX_gwj9Ry_z2AD_0uqNWayTeEj8kjyMFgd1daDSA3lBQKSKJoIENcKbttW7QO9b6Jrc1r-P_-ks5xr_zCUg9NfhJxnK7MTDdj1fLO5Iyw0-iCO5RWl5N_XcfhyvPL0xmpfFfgueUSXqPDud8Zf8zUmwCFB76Fmi9TWgbVr7p7XMOsJkrapVIfh8BICT5Q4Zc3ZQAAMVf0ADKsA3S6tR3-GBV0x1WcmTtl6VaXT0DBWbshAsrDJ-B2Qq4xjU_WbVpkqShcUbppuo8lmv_ierz8c5rzaPzQEN9rEr3333DHwSqO4IWJg%3D%3D
